id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
ndmvvttlme,2011-07-13,20110713232757,2011-07-14,FEMALE,24.0,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,FR
c2xodjumwm,2011-07-14,20110714003922,2011-07-14,-unknown-,,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,other
y6iljep04u,2011-07-14,20110714013537,2011-07-20,FEMALE,,basic,2,en,content,google,linked,Web,iPad,Mobile Safari,FR
1641zdxkfb,2011-07-14,20110714021038,2011-07-14,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
ajviblvkit,2011-07-14,20110714031212,2011-07-14,-unknown-,,basic,3,en,remarketing,google,,Web,Other/Unknown,-unknown-,US
hhv8a5c3gg,2011-07-14,20110714033557,,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
yy1pfcxio0,2011-07-14,20110714033759,2011-09-20,-unknown-,34.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
06gxntleui,2011-07-14,20110714040820,2011-07-19,FEMALE,39.0,basic,2,en,direct,direct,linked,Web,iPad,Mobile Safari,US
albsr5pn3u,2011-07-14,20110714051234,2011-07-14,-unknown-,,basic,3,en,other,other,,Web,Other/Unknown,-unknown-,US
v9ua6q78po,2011-07-14,20110714052539,2011-07-14,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,US
xjbyv832ni,2011-07-14,20110714061437,,FEMALE,47.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
8rayad5z90,2011-07-14,20110714064039,,FEMALE,39.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
bzjcqaq0ku,2011-07-14,20110714064426,2011-07-14,-unknown-,31.0,basic,3,en,other,craigslist,omg,Web,Windows Desktop,Chrome,GB
tjcx2wjb57,2011-07-14,20110714070045,,FEMALE,47.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
tqf61ztx45,2011-07-14,20110714071306,2011-07-15,MALE,32.0,facebook,3,en,seo,google,,Web,Other/Unknown,-unknown-,US
diiaxiq5ft,2011-07-14,20110714074021,,-unknown-,,basic,6,en,direct,other,linked,Web,Mac Desktop,Safari,NDF
dwf36i7e9p,2011-07-14,20110714075118,2011-07-16,FEMALE,23.0,basic,3,en,sem-non-brand,google,linked,Web,Mac Desktop,Chrome,US
7ybpeew6pu,2012-10-04,20110714101218,2012-05-17,FEMALE,47.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
2rczrjuzff,2011-07-14,20110714151554,2011-07-15,FEMALE,38.0,facebook,2,en,other,craigslist,tracked-other,Web,iPad,Mobile Safari,US
bozx1hr4fq,2011-07-14,20110714162924,2011-07-22,MALE,33.0,basic,6,en,direct,other,untracked,Web,Mac Desktop,Safari,US
jjtmvyk0pm,2011-07-14,20110714164557,2011-07-14,-unknown-,37.0,basic,3,en,seo,google,linked,Web,Windows Desktop,Firefox,US
z0skeklmcr,2011-07-14,20110714171256,2011-07-15,MALE,37.0,basic,0,en,seo,google,untracked,Web,Mac Desktop,Safari,US
6361iq8oct,2011-07-14,20110714175434,2011-07-18,FEMALE,33.0,facebook,3,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,US
873qarygc1,2011-07-14,20110714180844,2011-07-18,FEMALE,37.0,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,US
13i8nd1hqi,2011-07-14,20110714181457,,MALE,40.0,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,NDF
mvfugsmw4m,2011-07-14,20110714181728,,-unknown-,,basic,6,ko,direct,other,,Web,Other/Unknown,-unknown-,NDF
jdaui0imks,2011-07-14,20110714184540,2011-08-05,FEMALE,29.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
lfku27xrrm,2011-07-14,20110714185643,,MALE,37.0,facebook,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
l49nkejsmb,2011-07-14,20110714191448,2011-12-06,-unknown-,19.0,basic,0,en,other,other,linked,Web,Mac Desktop,Safari,US
u2j44ftasi,2011-07-14,20110714191949,2012-07-03,FEMALE,26.0,basic,6,en,direct,other,untracked,Web,Other/Unknown,-unknown-,US
t8r8n5bsm5,2011-07-14,20110714192138,,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
7e5t2dgiwt,2011-07-14,20110714192657,,FEMALE,24.0,facebook,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
yoostauq9l,2011-07-14,20110714194051,2011-07-21,FEMALE,25.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NL
bfvh2a8zow,2011-07-14,20110714200019,2011-07-15,FEMALE,51.0,basic,3,en,sem-brand,google,linked,Web,Mac Desktop,Safari,FR
nsx2u4dzmz,2011-07-14,20110714201456,2011-07-15,-unknown-,,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US
1pt7bdtmeo,2011-07-14,20110714223049,2011-07-15,MALE,56.0,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
waojc0s0ip,2011-07-14,20110714225008,2011-07-15,FEMALE,25.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
8dlpxrsqsq,2011-07-14,20110714225437,2011-07-16,MALE,54.0,facebook,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
3c45fuxyh5,2011-07-14,20110714234039,2011-07-15,-unknown-,39.0,basic,2,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
7hx1i51yzm,2011-07-15,20110715004141,2011-07-15,MALE,31.0,facebook,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,US
5wjfty2yz0,2011-07-15,20110715004854,2011-07-15,-unknown-,34.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
t18fpv5a1v,2011-07-15,20110715005955,,FEMALE,45.0,facebook,2,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF
hchdcx1eox,2011-07-15,20110715012108,2011-09-03,FEMALE,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,CA
f3k1a3s1q9,2011-07-15,20110715012849,,MALE,41.0,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
zk9ea2tkiq,2011-07-15,20110715014608,2012-05-04,MALE,37.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
nlf3d1e7ox,2011-07-15,20110715015132,2011-11-06,FEMALE,31.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
q6bycthelz,2011-07-15,20110715015149,2011-07-19,-unknown-,,basic,2,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US
iezxvhi28x,2011-07-15,20110715035100,2011-07-15,-unknown-,40.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
cgg8igiaco,2011-07-15,20110715035921,2011-07-15,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,ES
vsvrkc2i28,2011-07-15,20110715041127,2011-07-18,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,FR
1jdbca7rki,2011-07-15,20110715042915,2011-10-26,-unknown-,31.0,facebook,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Firefox,US
a0pf2m43wt,2011-07-15,20110715043927,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
44umqf0pt8,2011-07-15,20110715050356,,MALE,,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,NDF
7u1wkiaa4y,2011-07-15,20110715055751,2011-07-27,MALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
1ohf3vq9qu,2011-07-15,20110715062956,2011-07-21,-unknown-,,basic,0,en,other,craigslist,linked,Web,Windows Desktop,Chrome,other
e3pyts9zii,2011-07-15,20110715074553,2011-07-20,-unknown-,,basic,2,en,remarketing,google,,Web,Other/Unknown,-unknown-,US
89gcmobtyc,2011-07-15,20110715091720,2011-07-19,FEMALE,34.0,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,CA
cyqpmo4sud,2011-07-15,20110715105026,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
ucnpiyqquw,2011-07-15,20110715161857,2011-07-16,FEMALE,60.0,facebook,2,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,US
7ocj8oykcc,2011-07-15,20110715162548,2011-07-16,FEMALE,56.0,basic,2,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
4d0ldmpnvt,2011-07-15,20110715171053,2011-07-16,MALE,47.0,basic,2,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,DE
cmcquynnhs,2011-07-15,20110715173830,,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
a1tvbd1t94,2011-07-15,20110715174216,2011-07-16,MALE,30.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
k89gxucd5p,2011-07-15,20110715180343,,-unknown-,,basic,2,en,sem-non-brand,bing,omg,Web,Windows Desktop,Chrome,NDF
t2iss8nf1c,2011-07-15,20110715180826,,-unknown-,,basic,0,en,sem-non-brand,google,untracked,Web,iPad,-unknown-,NDF
75sld3y378,2011-07-15,20110715182535,2011-07-15,FEMALE,62.0,basic,2,en,sem-non-brand,google,untracked,Web,iPad,Mobile Safari,US
juhi6ymlwd,2011-07-15,20110715190511,2011-07-20,-unknown-,37.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
10w29ntgqy,2011-07-15,20110715192723,,FEMALE,50.0,facebook,2,en,sem-non-brand,vast,linked,Web,iPhone,Mobile Safari,NDF
k07j0siji6,2011-07-15,20110715193902,2011-08-23,FEMALE,,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
hbmpf41kmv,2011-07-15,20110715195117,,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
ojz6rd3s2g,2011-07-15,20110715200017,2011-08-26,MALE,46.0,basic,2,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,US
yucjtyzxr0,2011-07-15,20110715210003,2011-07-15,MALE,,basic,3,en,direct,direct,omg,Web,Mac Desktop,Safari,US
adn3hav4ip,2011-07-15,20110715220411,2011-08-01,-unknown-,,basic,2,en,seo,google,,Web,Other/Unknown,-unknown-,US
59cugja394,2011-07-15,20110715220656,2011-07-17,MALE,28.0,basic,0,es,direct,direct,untracked,Web,Windows Desktop,Chrome,other
6h87mh34r2,2011-07-15,20110715221047,2012-04-21,MALE,38.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,other
2ntkpselay,2011-07-15,20110715224227,,FEMALE,27.0,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,NDF
cjqjiwrleb,2011-07-15,20110715230418,2011-07-15,-unknown-,,basic,0,ko,direct,direct,,Web,Other/Unknown,-unknown-,US
y5z8fb0e1w,2011-07-15,20110715231307,2011-07-15,FEMALE,69.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
eeg2iqqf7m,2011-07-15,20110715232028,2011-07-17,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
lq074mhinq,2011-07-15,20110715232231,,MALE,36.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
2ithlkcshs,2011-07-15,20110715234054,,MALE,39.0,facebook,2,en,other,craigslist,omg,Web,Mac Desktop,Safari,NDF
3v809ig82n,2011-07-15,20110715234233,2011-12-08,-unknown-,33.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
qd1nm845ci,2011-07-15,20110715234808,2011-09-10,-unknown-,36.0,basic,3,en,direct,direct,omg,Web,Windows Desktop,IE,US
dalayzvaxg,2011-07-15,20110715235718,2011-07-16,MALE,67.0,basic,3,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
91a4ysrj93,2011-07-16,20110716002022,2011-07-27,-unknown-,,basic,0,en,sem-non-brand,other,untracked,Web,Windows Desktop,Safari,other
h2ei7wolvj,2011-07-16,20110716004323,2011-07-16,MALE,40.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
a7ou3bzg4b,2011-07-16,20110716011714,2011-07-25,-unknown-,,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
5nzcgjgvy5,2011-07-16,20110716020646,2011-08-05,FEMALE,27.0,basic,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,DE
uqhzavsgwk,2011-07-16,20110716023355,,FEMALE,,basic,0,en,other,craigslist,linked,Web,Mac Desktop,Safari,NDF
myss2b6lb3,2011-07-16,20110716032112,,MALE,,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
txzca46kcj,2011-07-16,20110716033939,,-unknown-,,basic,3,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
zpuseveh6q,2011-07-16,20110716045535,,MALE,32.0,facebook,3,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
6f6chjwnmm,2011-07-16,20110716051344,2011-07-26,MALE,32.0,facebook,2,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,IT
fro4jkgov0,2011-07-16,20110716060606,2011-07-17,FEMALE,,basic,2,en,seo,google,linked,Web,iPad,Mobile Safari,US
dav9i9jjcw,2011-07-16,20110716070536,,MALE,35.0,facebook,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
ljcx5nwg81,2011-07-16,20110716122900,2011-07-18,MALE,30.0,basic,0,ko,direct,direct,,Web,Other/Unknown,-unknown-,US
8zxeuafapu,2011-07-16,20110716130819,2011-07-27,MALE,61.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
1tf0k4r4fb,2011-07-16,20110716131829,2011-07-16,MALE,,facebook,3,es,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
pmc101v86b,2011-07-16,20110716134551,2011-07-17,MALE,38.0,basic,3,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,FR
y4j88rp2gl,2011-07-16,20110716142632,,MALE,26.0,facebook,2,en,sem-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
21za6u0xlw,2011-07-16,20110716144027,2011-07-21,MALE,39.0,facebook,2,en,sem-brand,google,,Web,Other/Unknown,-unknown-,US
cpq8jsseag,2011-07-16,20110716173257,2011-07-16,FEMALE,,facebook,0,en,sem-brand,google,untracked,Web,Windows Desktop,Firefox,US
2ghsd08ace,2011-07-16,20110716191933,,MALE,,facebook,0,en,other,craigslist,omg,Web,Android Phone,Chrome Mobile,NDF
p9h3oyb86p,2011-07-16,20110716192641,2011-07-17,MALE,51.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Firefox,US
r90qj11foy,2011-07-16,20110716193541,2011-07-21,-unknown-,39.0,basic,2,en,direct,direct,omg,Web,Mac Desktop,Firefox,US
3x73cpcq4c,2011-07-16,20110716200513,2011-07-26,FEMALE,40.0,basic,3,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
yrfmcrps9h,2011-07-16,20110716200911,2012-04-02,MALE,78.0,basic,2,en,direct,direct,linked,Web,Windows Desktop,IE,US
dlx16gxxum,2011-07-16,20110716210936,,-unknown-,,basic,3,en,content,google,,Web,Other/Unknown,-unknown-,NDF
6tr4jpgq6j,2011-07-16,20110716210954,,FEMALE,,facebook,0,en,other,other,untracked,Web,iPhone,Mobile Safari,NDF
2qkcxg8huo,2011-07-16,20110716211414,,FEMALE,63.0,facebook,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
p2p204dp8c,2011-07-16,20110716214906,,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,NDF
zug5s1fka3,2011-07-16,20110716224107,2011-07-17,MALE,36.0,basic,2,de,direct,direct,untracked,Web,Windows Desktop,Firefox,other
623vgyh0fl,2011-07-17,20110717000854,2011-07-21,MALE,37.0,basic,2,en,other,craigslist,linked,Web,Windows Desktop,Firefox,US
jpr6vpvo72,2011-07-17,20110717004812,,FEMALE,24.0,facebook,2,en,other,other,linked,Web,Windows Desktop,Chrome,NDF
cm8ofzrbuw,2011-07-17,20110717005329,2011-07-17,-unknown-,,basic,3,en,sem-brand,google,untracked,Web,Windows Desktop,Chrome,US
0ax0wx6ne1,2011-07-17,20110717025802,,MALE,37.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
bscf83cjsq,2011-07-17,20110717032258,2011-07-17,MALE,26.0,basic,0,en,direct,direct,omg,Web,Desktop (Other),Firefox,US
nmwvxa8zcc,2011-07-17,20110717035922,,FEMALE,,basic,0,en,other,craigslist,linked,Web,Mac Desktop,Safari,NDF
a24j53z3r7,2011-07-17,20110717041104,,-unknown-,,basic,6,en,direct,other,untracked,Web,iPhone,-unknown-,NDF
bnutwub45p,2011-07-17,20110717044311,2011-07-31,FEMALE,40.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,FR
ndwex44nag,2011-07-17,20110717061339,,-unknown-,,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
rp73d7q7hj,2011-07-17,20110717091459,2011-07-19,MALE,32.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,US
it5c1ht7h8,2011-07-17,20110717124109,2011-07-22,FEMALE,31.0,basic,3,en,direct,direct,omg,Web,Windows Desktop,Chrome,FR
yhi0jqwsx9,2011-07-17,20110717151844,2011-07-18,MALE,31.0,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
a37b4wweem,2011-07-17,20110717170825,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
f7163ozxqs,2011-07-17,20110717173132,2011-07-20,FEMALE,36.0,basic,2,en,other,other,untracked,Web,Mac Desktop,Safari,US
r8lrzkiuta,2011-07-17,20110717203342,2011-07-18,FEMALE,34.0,basic,8,en,direct,direct,,Web,Other/Unknown,-unknown-,IT
0cupvji3hv,2011-07-17,20110717210334,2011-07-18,-unknown-,,basic,0,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
u7gsjs3t3o,2011-07-17,20110717210857,2011-09-08,FEMALE,65.0,basic,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US
uss8jq27vw,2011-07-17,20110717212348,2012-06-20,MALE,31.0,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,IT
z62oe0rtz9,2011-07-17,20110717220641,2011-07-23,FEMALE,22.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
c8wq5ig1ui,2011-07-17,20110717222139,2011-07-18,MALE,39.0,facebook,3,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
7l5rc6fxyx,2011-07-17,20110717232034,,MALE,39.0,facebook,2,en,sem-non-brand,vast,,Web,Other/Unknown,-unknown-,NDF
upe8lmy2xx,2011-07-17,20110717234245,,-unknown-,,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,AOL Explorer,NDF
6cfweueizj,2011-07-17,20110717234414,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
1apiy11glb,2011-07-17,20110717234654,2011-12-16,FEMALE,33.0,basic,1,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
7qc5ev3vpf,2011-07-18,20110718002328,2011-07-27,MALE,49.0,facebook,0,en,direct,direct,untracked,Web,Android Phone,-unknown-,US
prbtb59p1p,2011-07-18,20110718002838,2011-07-18,-unknown-,40.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
ar4yewcdi5,2011-07-18,20110718003933,2011-07-19,-unknown-,28.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,ES
8d1np0emzp,2011-07-18,20110718010218,2011-07-20,MALE,33.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
i1g4mi6yel,2011-07-18,20110718011422,2011-10-03,-unknown-,63.0,basic,3,en,sem-brand,google,linked,Web,Windows Desktop,IE,US
obfbrqsw3h,2011-07-18,20110718015039,2011-07-23,FEMALE,28.0,facebook,0,en,other,other,untracked,Web,Mac Desktop,Safari,US
l7giozwljh,2011-07-18,20110718015749,2011-08-08,MALE,35.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,other
gndzk4yh97,2011-07-18,20110718024112,2011-07-29,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
upgti4vsem,2011-07-18,20110718034058,,MALE,54.0,basic,2,en,other,craigslist,untracked,Web,iPad,Mobile Safari,NDF
x02vqmahsq,2011-07-18,20110718034713,,-unknown-,,basic,3,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,NDF
cbwbtbhzxi,2011-07-18,20110718045001,,-unknown-,27.0,facebook,3,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
bjqasebumi,2011-07-18,20110718060645,,MALE,110.0,facebook,0,en,remarketing,google,untracked,Web,Mac Desktop,Chrome,NDF
hb67nw4t71,2011-07-18,20110718062428,2011-07-18,MALE,31.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,GB
eunfr1613k,2011-07-18,20110718063216,,FEMALE,42.0,basic,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,NDF
9ht8i5s41z,2011-07-18,20110718070842,2011-07-19,MALE,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
bwvs5t3p6t,2011-07-18,20110718072213,2011-07-23,FEMALE,28.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
qiklzoe2yu,2011-07-18,20110718073334,,FEMALE,,facebook,0,en,other,other,omg,Web,Windows Desktop,Chrome,NDF
fbnq3t2cgf,2011-07-18,20110718074156,2011-07-18,MALE,52.0,basic,3,en,sem-non-brand,google,untracked,Web,iPad,Mobile Safari,US
e5prxmuijo,2011-07-18,20110718092142,2011-07-18,FEMALE,34.0,facebook,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
ik3qfpm5bo,2011-07-18,20110718144822,2011-07-26,-unknown-,34.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,FR
tzdc1bq8cd,2011-07-18,20110718155752,,-unknown-,29.0,basic,2,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
qw7r6p1f8n,2011-07-18,20110718160215,2011-07-22,-unknown-,,basic,2,en,sem-non-brand,google,linked,Web,iPhone,Mobile Safari,US
tvd098ryj5,2011-07-18,20110718164928,2011-07-19,MALE,48.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
arbyq2u8je,2011-07-18,20110718165738,2011-07-22,-unknown-,28.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
75hjapam1e,2011-07-18,20110718170032,2011-07-18,-unknown-,,basic,2,en,seo,google,linked,Web,Windows Desktop,IE,US
jvt3h2m3ir,2011-07-18,20110718173135,2011-08-09,FEMALE,42.0,basic,0,en,seo,google,omg,Web,Windows Desktop,Chrome,US
nz0afit7e8,2011-07-18,20110718174323,2011-07-18,-unknown-,,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
fpgrg5p1ei,2011-07-18,20110718184502,,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
oakuxhz569,2011-07-18,20110718192427,2011-07-21,MALE,50.0,basic,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,FR
tt5ufmqjxx,2011-07-18,20110718193123,2011-07-27,FEMALE,40.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
hx8mv9okx0,2011-07-18,20110718200912,2011-07-27,-unknown-,31.0,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
9hz5mo3ggp,2011-07-18,20110718201520,2011-07-20,MALE,33.0,basic,2,en,sem-non-brand,vast,linked,Web,Windows Desktop,IE,other
lvxw0a3iot,2011-07-18,20110718202925,2011-07-19,MALE,38.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
epahiwlvpk,2011-07-18,20110718213457,2011-07-22,FEMALE,25.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,Chrome,GB
k6urr01c0i,2011-07-18,20110718223919,2011-07-21,FEMALE,,facebook,3,en,other,craigslist,,Web,Other/Unknown,-unknown-,US
6qet3gx8ef,2011-07-18,20110718235443,2011-07-19,-unknown-,,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
2qdmrydxxc,2011-07-19,20110719003233,,-unknown-,37.0,facebook,2,en,sem-non-brand,google,linked,Web,Windows Desktop,Firefox,NDF
80otm911wg,2011-07-19,20110719021534,2012-03-12,-unknown-,,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
dh5hekm68d,2011-07-19,20110719032324,2011-07-19,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
mc8aps79bo,2011-07-19,20110719034016,2011-07-21,FEMALE,31.0,facebook,2,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,US
gcy1cvtdr3,2011-07-19,20110719051641,,FEMALE,43.0,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
19xllj3bp6,2011-07-19,20110719052319,,MALE,41.0,facebook,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
7wc5uc3vll,2011-07-19,20110719053632,,MALE,26.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
5ctxpwifv6,2011-07-19,20110719053833,,-unknown-,,basic,2,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
n6fjwrmjmg,2011-07-19,20110719065409,2011-07-19,FEMALE,33.0,facebook,3,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,other
0yhmgjrmvm,2011-07-19,20110719074407,2011-07-20,-unknown-,,basic,2,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
q0oojfb3wv,2011-07-19,20110719080439,2011-07-19,MALE,46.0,facebook,3,en,other,craigslist,linked,Web,Mac Desktop,Safari,other
swz21zef6d,2011-07-19,20110719081140,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
snycvhnuq7,2011-07-19,20110719084232,,MALE,47.0,facebook,2,en,sem-non-brand,other,linked,Web,Windows Desktop,IE,NDF
jo37r8osl7,2011-07-19,20110719085059,2011-08-01,OTHER,52.0,basic,1,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
1xzgg4gf82,2011-07-19,20110719111009,2011-07-19,FEMALE,36.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,IT
ay60755fgn,2011-07-19,20110719133836,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
2g4r0ku80p,2011-07-19,20110719143104,2011-07-24,MALE,36.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
p9t0j07p4j,2011-07-19,20110719163802,2011-07-19,FEMALE,36.0,facebook,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
31pkpb6k7o,2011-07-19,20110719163912,,MALE,50.0,basic,2,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
fv4mcbvonv,2011-07-19,20110719165328,,MALE,2014.0,basic,2,en,sem-non-brand,google,untracked,Web,Windows Desktop,IE,NDF
ouru3eqsfm,2011-07-19,20110719170239,2011-07-20,-unknown-,,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,DE
